step,time_ps,stage,target_temperature_K,temperature_K,potential_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_heavy_rmsd_A,severe_lt_1A,close_lt_1p5A,status
2800,1.4,50K_2ps,50,50.2847,-594850.529111,4.87939,3.80375,3.4365,3.4365,2,0.474263,0,0,ok
2900,1.45,50K_2ps,50,50.4174,-594881.361631,4.89086,3.8035,3.4112,3.4112,2,0.489121,0,0,ok
3000,1.5,50K_2ps,50,50.279,-594902.173154,4.94829,3.87272,3.38008,3.38008,2,0.486418,0,0,ok
3100,1.55,50K_2ps,50,50.0263,-595017.672178,4.96498,3.97031,3.46232,3.46232,2,0.477716,0,0,ok
3200,1.6,50K_2ps,50,49.8651,-595003.02081,4.91734,4.02952,3.3686,3.3686,2,0.485564,0,0,ok
3300,1.65,50K_2ps,50,50.1963,-595221.088193,4.9359,3.99356,3.28939,3.28939,2,0.50531,0,0,ok
3400,1.7,50K_2ps,50,50.2112,-595388.420713,4.91317,3.82589,3.31902,3.31902,2,0.514812,0,0,ok
3500,1.75,50K_2ps,50,49.9147,-595320.15167,4.91851,4.04469,3.35405,3.35405,2,0.488055,0,0,ok
3600,1.8,50K_2ps,50,50.0263,-595494.713193,4.80646,3.88099,3.43437,3.43437,2,0.46852,0,0,ok
3700,1.85,50K_2ps,50,50.3489,-595617.955869,4.61711,3.90307,3.50342,3.50342,2,0.434554,0,0,ok
3800,1.9,50K_2ps,50,49.8886,-595379.582822,4.43204,3.91102,3.52169,3.52169,2,0.433422,0,0,ok
3900,1.95,50K_2ps,50,50.337,-595600.273252,4.4565,3.91445,3.49318,3.49318,2,0.418009,0,0,ok
4000,2,50K_2ps,50,50.1641,-595520.963681,4.50638,3.94993,3.55916,3.55916,2,0.394711,0,0,ok
4100,2.05,100K_2ps,100,71.4071,-587904.874326,4.48007,3.93398,3.56901,3.56901,2,0.381777,0,0,ok
4200,2.1,100K_2ps,100,82.2703,-582233.493467,4.32837,3.89933,3.43172,3.43172,2,0.337616,0,0,ok
4300,2.15,100K_2ps,100,88.4194,-578308.357724,4.28581,3.91681,3.37127,3.37127,2,0.3089,0,0,ok
4400,2.2,100K_2ps,100,92.7682,-576207.611631,4.32202,3.75237,3.34525,3.34525,2,0.302652,0,0,ok
4500,2.25,100K_2ps,100,95.8131,-574710.595029,4.42158,3.68888,3.24317,3.24317,2,0.325206,0,0,ok
4600,2.3,100K_2ps,100,96.6238,-573654.185849,4.16623,3.73002,3.28393,3.28393,2,0.337744,0,0,ok
4700,2.35,100K_2ps,100,97.8905,-573205.527646,4.07471,3.83232,3.27484,3.27484,2,0.361253,0,0,ok
4800,2.4,100K_2ps,100,98.4773,-572592.629697,4.12888,3.78701,3.12926,3.12926,2,0.357773,0,0,ok
4900,2.45,100K_2ps,100,100.14,-572382.402646,4.2276,3.9148,3.21296,3.21296,2,0.374801,0,0,ok
5000,2.5,100K_2ps,100,99.5282,-572112.296201,4.23109,3.76569,3.34498,3.34498,2,0.393618,0,0,ok
5100,2.55,100K_2ps,100,100.339,-572217.484678,4.17029,3.65959,3.50452,3.50452,2,0.399942,0,0,ok
5200,2.6,100K_2ps,100,100.645,-572725.566709,4.08385,3.68024,3.5016,3.5016,2,0.37865,0,0,ok
5300,2.65,100K_2ps,100,100.604,-572420.125303,3.99881,3.74435,3.38197,3.38197,2,0.362915,0,0,ok
5400,2.7,100K_2ps,100,100.13,-572468.434385,3.98433,3.76058,3.43527,3.43527,2,0.357681,0,0,ok
5500,2.75,100K_2ps,100,100.601,-572498.693662,4.15244,3.85449,3.51815,3.51815,2,0.370935,0,0,ok
5600,2.8,100K_2ps,100,99.999,-572246.588193,4.26327,3.92413,3.37915,3.37915,2,0.418438,0,0,ok
5700,2.85,100K_2ps,100,100.949,-572734.671201,4.24658,3.88491,3.36912,3.36912,2,0.442422,0,0,ok
5800,2.9,100K_2ps,100,100.395,-572673.480771,4.37342,3.89029,3.48423,3.48423,2,0.471795,0,0,ok
5900,2.95,100K_2ps,100,100.198,-572698.510068,4.4007,3.78519,3.43814,3.43814,2,0.491949,0,0,ok
6000,3,100K_2ps,100,100.121,-572872.615537,4.23623,3.87068,3.62125,3.62125,2,0.469658,0,0,ok
6100,3.05,100K_2ps,100,99.5288,-572654.93292,4.01889,3.88188,3.68586,3.68586,2,0.471809,0,0,ok
6200,3.1,100K_2ps,100,99.8451,-573012.36749,3.99678,3.9157,3.60857,3.60857,2,0.466496,0,0,ok
6300,3.15,100K_2ps,100,100.293,-573037.972959,3.77035,4.0093,3.69868,3.69868,2,0.448898,0,0,ok
6400,3.2,100K_2ps,100,100.476,-572915.397275,3.90383,3.86328,3.62242,3.62242,2,0.396308,0,0,ok
6500,3.25,100K_2ps,100,100.344,-573079.652646,3.84376,3.83879,3.5099,3.5099,2,0.350246,0,0,ok
6600,3.3,100K_2ps,100,100.123,-573159.857724,3.901,3.84902,3.49096,3.49096,2,0.295782,0,0,ok
6700,3.35,100K_2ps,100,100.026,-573057.597959,4.07828,3.81084,3.3948,3.3948,2,0.265662,0,0,ok
6800,3.4,100K_2ps,100,100.325,-573650.755674,4.11133,3.74317,3.45957,3.45957,2,0.262555,0,0,ok
6900,3.45,100K_2ps,100,100.505,-573212.157529,4.02399,3.75195,3.48708,3.48708,2,0.271645,0,0,ok
7000,3.5,100K_2ps,100,100.261,-573352.291318,4.07493,3.84795,3.57819,3.57819,2,0.259308,0,0,ok
7100,3.55,100K_2ps,100,100.875,-573932.752744,4.24314,3.83836,3.42432,3.42432,2,0.236243,0,0,ok
7200,3.6,100K_2ps,100,99.9241,-573634.007627,4.08531,3.85363,3.4273,3.4273,2,0.213624,0,0,ok
7300,3.65,100K_2ps,100,100.277,-573768.727353,4.13474,3.8968,3.3731,3.3731,2,0.20439,0,0,ok
7400,3.7,100K_2ps,100,99.5148,-573900.664853,4.2041,3.84511,3.24662,3.24662,2,0.204704,0,0,ok
7500,3.75,100K_2ps,100,99.8474,-574100.031064,4.17182,3.71196,3.33812,3.33812,2,0.229872,0,0,ok
7600,3.8,100K_2ps,100,99.9166,-573819.310361,4.23597,3.78134,3.38276,3.38276,2,0.268132,0,0,ok
7700,3.85,100K_2ps,100,100.272,-573843.983213,4.18208,3.73771,3.4268,3.4268,2,0.30041,0,0,ok
7800,3.9,100K_2ps,100,99.7361,-574050.434873,4.01066,3.72339,3.41568,3.41568,2,0.331081,0,0,ok
7900,3.95,100K_2ps,100,99.3681,-574159.641904,4.08968,3.66203,3.42523,3.42523,2,0.353433,0,0,ok
8000,4,100K_2ps,100,100.068,-574432.727353,3.99655,3.56881,3.50008,3.50008,2,0.367607,0,0,ok
8100,4.05,200K_2ps,200,142.302,-559078.311826,4.28884,3.77442,3.49096,3.49096,2,0.38726,0,0,ok
8200,4.1,200K_2ps,200,162.95,-547158.383603,4.28811,3.88616,3.388,3.388,2,0.382602,0,0,ok
8300,4.15,200K_2ps,200,175.806,-539368.713193,4.47561,3.88434,3.34753,3.34753,2,0.359917,0,0,ok
8400,4.2,200K_2ps,200,184.816,-533836.035459,4.28694,3.89387,3.4029,3.4029,2,0.407946,0,0,ok
8500,4.25,200K_2ps,200,190.545,-530612.33917,4.10337,3.87356,3.55005,3.55005,2,0.46767,0,0,ok
8600,4.3,200K_2ps,200,194.734,-528354.528135,4.07106,3.91805,3.72005,3.72005,2,0.528079,0,0,ok
8700,4.35,200K_2ps,200,196.106,-526852.198545,4.20184,3.86297,3.80938,3.80938,2,0.605785,0,0,ok
8800,4.4,200K_2ps,200,198.256,-525389.688779,4.11204,3.94626,3.84243,3.84243,2,0.661829,0,0,ok
8900,4.45,200K_2ps,200,199.632,-524828.423154,4.24317,3.8603,3.79599,3.79599,2,0.654808,0,0,ok
9000,4.5,200K_2ps,200,197.607,-523715.310849,4.12856,3.85058,3.83784,3.83784,2,0.648016,0,0,ok
9100,4.55,200K_2ps,200,197.821,-523634.968076,4.03164,3.73055,3.7109,3.7109,2,0.61969,0,0,ok
9200,4.6,200K_2ps,200,198.638,-523444.456357,3.73737,3.83487,3.72632,3.72632,2,0.597888,0,0,ok
9300,4.65,200K_2ps,200,199.15,-523082.04376,3.88517,3.72109,3.65263,3.65263,2,0.555699,0,0,ok
9400,4.7,200K_2ps,200,199.967,-523470.425107,4.07995,3.87414,3.70129,3.70129,2,0.517413,0,0,ok
9500,4.75,200K_2ps,200,200.192,-522544.947568,4.28408,3.7251,3.51679,3.51679,2,0.496745,0,0,ok
9600,4.8,200K_2ps,200,199.735,-522873.847959,4.2297,3.91903,3.42506,3.42506,2,0.47563,0,0,ok
9700,4.85,200K_2ps,200,199.838,-522538.575498,4.40118,3.83876,3.444,3.444,2,0.509303,0,0,ok
9800,4.9,200K_2ps,200,200.814,-522656.755185,4.45281,3.78394,3.13612,3.13612,2,0.530273,0,0,ok
9900,4.95,200K_2ps,200,201.98,-522535.334287,4.46364,3.90925,3.38081,3.38081,2,0.526505,0,0,ok
10000,5,200K_2ps,200,200.165,-521506.204404,4.12033,3.94288,3.4303,3.4303,2,0.505807,0,0,ok
10100,5.05,200K_2ps,200,200.025,-521847.972959,4.01902,3.93902,3.48032,3.48032,2,0.468358,0,0,ok
10200,5.1,200K_2ps,200,201.383,-522135.2254,3.95028,3.95376,3.43117,3.43117,2,0.469979,0,0,ok
10300,5.15,200K_2ps,200,199.869,-522258.30499,3.89929,3.89463,3.36647,3.36647,2,0.459351,0,0,ok
10400,5.2,200K_2ps,200,200.927,-522409.155088,3.9651,3.90419,3.44019,3.44019,2,0.447477,0,0,ok
10500,5.25,200K_2ps,200,200.146,-522271.735654,4.1413,3.67989,3.65093,3.65093,2,0.434492,0,0,ok
10600,5.3,200K_2ps,200,201.299,-522197.73956,3.89848,3.63946,3.66732,3.63946,2,0.437257,0,0,ok
10700,5.35,200K_2ps,200,200.822,-522157.999814,3.77185,3.84065,3.49986,3.49986,2,0.423123,0,0,ok
10800,5.4,200K_2ps,200,200.904,-522661.69415,3.85395,3.84666,3.55581,3.55581,2,0.451248,0,0,ok
10900,5.45,200K_2ps,200,200.072,-522006.227842,3.97652,3.8955,3.38606,3.38606,2,0.48371,0,0,ok
11000,5.5,200K_2ps,200,201.116,-522204.750303,4.00827,4.20816,3.52539,3.52539,2,0.498536,0,0,ok
11100,5.55,200K_2ps,200,199.555,-522377.195615,3.88615,4.30887,3.36331,3.36331,2,0.483955,0,0,ok
11200,5.6,200K_2ps,200,200.439,-522742.761045,3.93099,4.07436,3.57046,3.57046,2,0.437844,0,0,ok
11300,5.65,200K_2ps,200,201.962,-523403.487607,3.96237,4.09716,3.41548,3.41548,2,0.360651,0,0,ok
11400,5.7,200K_2ps,200,199.897,-522981.234678,3.64469,3.90527,3.44176,3.44176,2,0.349829,0,0,ok
11500,5.75,200K_2ps,200,201.261,-522942.454404,3.61029,3.90118,3.49048,3.49048,2,0.368167,0,0,ok
11600,5.8,200K_2ps,200,199.898,-522444.831357,3.76423,3.86501,3.34087,3.34087,2,0.401957,0,0,ok
11700,5.85,200K_2ps,200,198.684,-522277.45831,3.8729,3.64882,3.39771,3.39771,2,0.409626,0,0,ok
11800,5.9,200K_2ps,200,199.641,-522616.835264,3.67867,3.64399,3.33866,3.33866,2,0.407344,0,0,ok
11900,5.95,200K_2ps,200,199.78,-523193.58917,3.71957,3.78956,3.47276,3.47276,2,0.379614,0,0,ok
12000,6,200K_2ps,200,202.054,-523506.327451,3.73149,3.75922,3.64577,3.64577,2,0.373085,0,0,ok
12100,6.05,310K_4ps,310,246.901,-505558.533994,3.97418,3.83599,3.67344,3.67344,2,0.38807,0,0,ok
12200,6.1,310K_4ps,310,269.686,-492279.21417,3.79658,3.83669,3.54499,3.54499,2,0.396609,0,0,ok
12300,6.15,310K_4ps,310,284.518,-482871.183896,3.77549,3.93193,3.42974,3.42974,2,0.36662,0,0,ok
12400,6.2,310K_4ps,310,293.994,-476778.653623,4.0468,3.94481,3.371,3.371,2,0.357932,0,0,ok
12500,6.25,310K_4ps,310,299.614,-472373.073545,4.01352,4.14959,3.43238,3.43238,2,0.356501,0,0,ok
12600,6.3,310K_4ps,310,299.153,-468060.571592,3.87504,3.73275,3.34701,3.34701,2,0.370374,0,0,ok
12700,6.35,310K_4ps,310,302.819,-466094.421201,3.75643,3.75384,3.48877,3.48877,2,0.417435,0,0,ok
12800,6.4,310K_4ps,310,305.528,-463894.084287,3.68043,3.67651,3.48188,3.48188,2,0.450525,0,0,ok
12900,6.45,310K_4ps,310,306.903,-462707.022764,3.78355,3.78335,3.54114,3.54114,2,0.496474,0,0,ok
13000,6.5,310K_4ps,310,306.77,-460050.426084,3.86938,3.60487,3.32674,3.32674,2,0.499253,0,0,ok
13100,6.55,310K_4ps,310,307.044,-459301.680967,3.80213,3.65801,3.46936,3.46936,2,0.458394,0,0,ok
13200,6.6,310K_4ps,310,307.318,-458156.048154,3.83699,3.74635,3.17698,3.17698,2,0.474313,0,0,ok
13300,6.65,310K_4ps,310,306.673,-456620.298154,3.71703,3.85694,3.4077,3.4077,2,0.468626,0,0,ok
13400,6.7,310K_4ps,310,309.83,-456424.346006,4.06142,3.93378,2.97895,2.97895,2,0.478969,0,0,ok
13500,6.75,310K_4ps,310,308.835,-455887.860654,4.16016,3.78824,3.33579,3.33579,2,0.466338,0,0,ok
13600,6.8,310K_4ps,310,308.523,-455205.315732,3.97873,3.80125,3.3522,3.3522,2,0.431498,0,0,ok
13700,6.85,310K_4ps,310,309.337,-454342.741514,3.66818,4.00192,3.40879,3.40879,2,0.39844,0,0,ok
13800,6.9,310K_4ps,310,309.576,-452813.126279,3.81233,3.87655,3.35959,3.35959,2,0.423606,0,0,ok
13900,6.95,310K_4ps,310,310.809,-451216.421201,3.77689,4.06696,3.55473,3.55473,2,0.507769,0,0,ok
14000,7,310K_4ps,310,310.569,-450698.800596,3.84042,4.22359,3.59134,3.59134,2,0.564802,0,0,ok
14100,7.05,310K_4ps,310,311.603,-450426.885068,3.82213,4.2351,3.53442,3.53442,2,0.619219,0,0,ok
14200,7.1,310K_4ps,310,309.911,-449536.931943,3.71146,4.25464,3.42898,3.42898,2,0.669713,0,0,ok
14300,7.15,310K_4ps,310,306.898,-449938.199521,3.89801,4.04803,3.62851,3.62851,2,0.702425,0,0,ok
14400,7.2,310K_4ps,310,308.072,-450389.250303,3.70878,3.9555,3.66801,3.66801,2,0.729349,0,0,ok
14500,7.25,310K_4ps,310,310.057,-450374.170224,3.76939,4.15418,3.77894,3.76939,2,0.77833,0,0,ok
14600,7.3,310K_4ps,310,309.881,-449772.556943,3.69495,4.15697,3.89913,3.69495,2,0.794602,0,0,ok
14700,7.35,310K_4ps,310,307.749,-449567.873838,3.83495,3.98739,3.84268,3.83495,2,0.801227,0,0,ok
14800,7.4,310K_4ps,310,307.972,-449515.287412,4.0201,3.94947,3.77615,3.77615,2,0.81675,0,0,ok
14900,7.45,310K_4ps,310,307.964,-448900.241514,4.12385,3.99433,3.67864,3.67864,2,0.824183,0,0,ok
15000,7.5,310K_4ps,310,310.656,-448870.176084,4.05509,3.85378,3.88396,3.85378,2,0.84362,0,0,ok
15100,7.55,310K_4ps,310,311.459,-448902.275693,4.13318,3.64186,3.8955,3.64186,2,0.823446,0,0,ok
15200,7.6,310K_4ps,310,309.512,-448715.435849,4.41712,3.73935,3.68874,3.68874,2,0.82813,0,0,ok
15300,7.65,310K_4ps,310,310.97,-447962.971006,4.23953,3.82531,3.70807,3.70807,2,0.820836,0,0,ok
15400,7.7,310K_4ps,310,310.391,-447788.131162,4.06802,3.78395,3.78936,3.78395,2,0.791515,0,0,ok
15500,7.75,310K_4ps,310,311.92,-447787.340146,3.79546,3.88519,3.79441,3.79441,2,0.782163,0,0,ok
15600,7.8,310K_4ps,310,311.133,-447029.252256,3.74968,4.11755,3.40918,3.40918,2,0.751504,0,0,ok
15700,7.85,310K_4ps,310,309.523,-446667.692197,4.20091,4.00549,3.6915,3.6915,2,0.796102,0,0,ok
15800,7.9,310K_4ps,310,309.873,-446128.498349,4.18985,4.02742,3.53436,3.53436,2,0.850309,0,0,ok
15900,7.95,310K_4ps,310,311.665,-446804.080381,4.17549,3.83196,3.56632,3.56632,2,0.884496,0,0,ok
16000,8,310K_4ps,310,309.474,-446446.484678,3.91316,4.06917,3.55915,3.55915,2,0.880265,0,0,ok
16100,8.05,310K_4ps,310,310.432,-446238.24542,3.78533,4.08236,3.52629,3.52629,2,0.897839,0,0,ok
16200,8.1,310K_4ps,310,311.823,-446963.403623,3.79957,4.06046,3.58131,3.58131,2,0.893128,0,0,ok
16300,8.15,310K_4ps,310,310.435,-446432.528623,3.83619,3.88706,3.50728,3.50728,2,0.853343,0,0,ok
16400,8.2,310K_4ps,310,307.895,-445958.49249,3.61051,3.86561,3.68907,3.61051,2,0.807754,0,0,ok
16500,8.25,310K_4ps,310,309.428,-446085.391904,3.48049,3.96757,3.53541,3.48049,2,0.727621,0,0,ok
16600,8.3,310K_4ps,310,310.028,-445392.126279,3.56408,4.1192,3.40338,3.40338,2,0.638058,0,0,ok
16700,8.35,310K_4ps,310,310.266,-444949.722959,3.45864,4.03963,3.17886,3.17886,2,0.616774,0,0,ok
16800,8.4,310K_4ps,310,311.433,-444556.800107,3.589,3.99809,3.35371,3.35371,2,0.608293,0,0,ok
16900,8.45,310K_4ps,310,311.527,-445613.348935,3.6137,3.9372,3.19953,3.19953,2,0.60977,0,0,ok
17000,8.5,310K_4ps,310,310.003,-444493.485654,3.59358,3.87398,3.47579,3.47579,2,0.593418,0,0,ok
17100,8.55,310K_4ps,310,309.733,-444626.613096,3.5219,3.75267,3.35724,3.35724,2,0.564266,0,0,ok
17200,8.6,310K_4ps,310,311.019,-444959.349912,3.52914,3.57489,3.37597,3.37597,2,0.513259,0,0,ok
17300,8.65,310K_4ps,310,311.03,-444500.83331,3.6813,3.44333,3.34017,3.34017,2,0.523696,0,0,ok
17400,8.7,310K_4ps,310,312.637,-444066.079404,3.83087,3.61173,3.41322,3.41322,2,0.575388,0,0,ok
17500,8.75,310K_4ps,310,312.01,-444392.128232,3.75072,3.79197,3.50009,3.50009,2,0.585839,0,0,ok
17600,8.8,310K_4ps,310,310.616,-445208.537412,3.76861,3.9549,3.35182,3.35182,2,0.608655,0,0,ok
17700,8.85,310K_4ps,310,310.395,-444891.919248,4.0171,3.89988,3.4941,3.4941,2,0.628446,0,0,ok
17800,8.9,310K_4ps,310,310.229,-444645.153623,4.06157,3.87087,3.43291,3.43291,2,0.666373,0,0,ok
17900,8.95,310K_4ps,310,309.89,-444336.292783,3.88153,3.81608,3.41221,3.41221,2,0.711556,0,0,ok
18000,9,310K_4ps,310,307.535,-444085.594053,3.65975,3.58118,3.41479,3.41479,2,0.736392,0,0,ok
18100,9.05,310K_4ps,310,309.58,-445372.351377,3.86191,3.71311,3.56071,3.56071,2,0.740496,0,0,ok
18200,9.1,310K_4ps,310,310.535,-445345.130185,4.13482,3.64415,3.51903,3.51903,2,0.721665,0,0,ok
18300,9.15,310K_4ps,310,309.026,-444631.362607,4.10057,3.93663,3.57412,3.57412,2,0.717865,0,0,ok
18400,9.2,310K_4ps,310,311.512,-444694.453428,4.13338,3.93374,3.78414,3.78414,2,0.680998,0,0,ok
18500,9.25,310K_4ps,310,310.068,-445071.804502,4.11395,3.83156,3.51162,3.51162,2,0.673049,0,0,ok
18600,9.3,310K_4ps,310,310.786,-445557.998349,4.22359,3.55611,3.51131,3.51131,2,0.688874,0,0,ok
18700,9.35,310K_4ps,310,310.458,-444273.918271,3.93062,3.54968,3.40254,3.40254,2,0.701038,0,0,ok
18800,9.4,310K_4ps,310,311.398,-444362.96124,3.69375,3.57885,3.45589,3.45589,2,0.646774,0,0,ok
18900,9.45,310K_4ps,310,310.964,-443986.018857,3.70962,3.72881,3.16431,3.16431,2,0.606233,0,0,ok
19000,9.5,310K_4ps,310,308.918,-444004.957334,4.01949,3.40651,3.4285,3.40651,2,0.609395,0,0,ok
19100,9.55,310K_4ps,310,310.222,-444571.849912,4.16411,3.7363,3.40228,3.40228,2,0.639039,0,0,ok
19200,9.6,310K_4ps,310,309.257,-443110.550107,4.37032,3.57588,3.47622,3.47622,2,0.660644,0,0,ok
19300,9.65,310K_4ps,310,313.431,-443782.46124,4.51908,3.92322,3.55274,3.55274,2,0.71001,0,0,ok
19400,9.7,310K_4ps,310,312.629,-443572.995908,4.45912,3.74665,3.55574,3.55574,2,0.758304,0,0,ok
19500,9.75,310K_4ps,310,311.553,-443910.99542,4.02371,4.00003,3.93408,3.93408,2,0.754975,0,0,ok
19600,9.8,310K_4ps,310,310.216,-444898.723935,3.81348,3.69394,3.96208,3.69394,2,0.739537,0,0,ok
19700,9.85,310K_4ps,310,308.213,-443788.006162,4.13249,3.60544,4.09634,3.60544,2,0.705254,0,0,ok
19800,9.9,310K_4ps,310,311.836,-444230.723935,4.41368,3.8511,3.97207,3.8511,2,0.712663,0,0,ok
19900,9.95,310K_4ps,310,309.056,-444079.750303,4.7094,3.82156,3.94109,3.82156,2,0.760041,0,0,ok
20000,10,310K_4ps,310,310.145,-444282.646787,4.7227,3.86554,3.72687,3.72687,2,0.783116,0,0,ok
