step,time_ps,stage,target_temperature_K,temperature_K,potential_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_key_min_distance_A,ligand_near_chains_count,ligand_heavy_rmsd_A,severe_lt_1A,close_lt_1p5A,status
6400,3.2,100K_2ps,100,100.353,-573852.891682,3.64525,3.93949,4.46842,3.64525,2,0.4402,0,0,ok
6500,3.25,100K_2ps,100,100.585,-573857.406819,3.54365,4.01197,4.43362,3.54365,2,0.431506,0,0,ok
6600,3.3,100K_2ps,100,100.362,-574044.340901,3.42461,4.06519,4.39825,3.42461,2,0.434878,0,0,ok
6700,3.35,100K_2ps,100,100.273,-574184.330159,3.44739,4.09567,4.2778,3.44739,2,0.406669,0,0,ok
6800,3.4,100K_2ps,100,100.777,-574655.691487,3.49654,4.04567,4.35829,3.49654,2,0.393957,0,0,ok
6900,3.45,100K_2ps,100,100.382,-574027.643635,3.53228,3.98706,4.4711,3.53228,2,0.398963,0,0,ok
7000,3.5,100K_2ps,100,100.28,-574069.28719,3.53207,3.97159,4.6087,3.53207,2,0.412066,0,0,ok
7100,3.55,100K_2ps,100,99.6843,-574331.641194,3.74751,4.07161,4.6206,3.74751,2,0.416593,0,0,ok
7200,3.6,100K_2ps,100,100.323,-574423.623616,3.8497,4.02928,4.51439,3.8497,2,0.422223,0,0,ok
7300,3.65,100K_2ps,100,100.153,-574356.623127,3.70211,3.93046,4.64375,3.70211,2,0.42962,0,0,ok
7400,3.7,100K_2ps,100,100.861,-574477.591877,3.68178,3.85389,4.608,3.68178,2,0.471741,0,0,ok
7500,3.75,100K_2ps,100,100.779,-574667.772541,3.70423,3.74419,4.53195,3.70423,2,0.479679,0,0,ok
7600,3.8,100K_2ps,100,99.9475,-574551.018635,3.73103,3.64042,4.30336,3.64042,2,0.492451,0,0,ok
7700,3.85,100K_2ps,100,99.9846,-574517.600666,3.66001,3.64535,4.18519,3.64535,2,0.508678,0,0,ok
7800,3.9,100K_2ps,100,100.23,-574769.80135,3.6669,3.63228,4.1908,3.63228,2,0.511045,0,0,ok
7900,3.95,100K_2ps,100,99.844,-574707.794514,3.60412,3.68598,4.18792,3.60412,2,0.510507,0,0,ok
8000,4,100K_2ps,100,99.8268,-574656.431721,3.6726,3.72457,4.46088,3.6726,2,0.508988,0,0,ok
8100,4.05,200K_2ps,200,141.75,-559365.447346,3.35113,3.67197,4.54594,3.35113,2,0.510718,0,0,ok
8200,4.1,200K_2ps,200,163.649,-547997.673909,3.3281,3.64134,4.76291,3.3281,2,0.549071,0,0,ok
8300,4.15,200K_2ps,200,177.142,-539661.001057,3.66626,3.82252,4.75044,3.66626,2,0.60475,0,0,ok
8400,4.2,200K_2ps,200,183.837,-534085.696369,3.71241,3.79637,4.81694,3.71241,2,0.643188,0,0,ok
8500,4.25,200K_2ps,200,190.14,-531530.455647,3.56191,4.00674,4.68556,3.56191,2,0.686068,0,0,ok
8600,4.3,200K_2ps,200,193.091,-528731.612873,3.42796,3.87412,4.60894,3.42796,2,0.744508,0,0,ok
8700,4.35,200K_2ps,200,195.835,-527172.84676,3.49007,3.75793,4.55094,3.49007,2,0.741997,0,0,ok
8800,4.4,200K_2ps,200,196.262,-525707.559162,3.26923,3.77935,4.45863,3.26923,2,0.730928,0,0,ok
8900,4.45,200K_2ps,200,197.395,-525496.586018,3.43396,3.76283,4.63329,3.43396,2,0.705491,0,0,ok
9000,4.5,200K_2ps,200,197.85,-524941.143635,3.63859,3.79907,4.54754,3.63859,2,0.715241,0,0,ok
9100,4.55,200K_2ps,200,197.995,-524188.56844,3.40894,3.80258,4.38968,3.40894,2,0.748295,0,0,ok
9200,4.6,200K_2ps,200,198.896,-523723.134846,3.53224,3.70471,4.25067,3.53224,2,0.79526,0,0,ok
9300,4.65,200K_2ps,200,198.499,-523180.03426,3.53911,3.60729,4.28675,3.53911,2,0.809025,0,0,ok
9400,4.7,200K_2ps,200,199.78,-523731.468342,3.53744,3.55425,4.5609,3.53744,2,0.812704,0,0,ok
9500,4.75,200K_2ps,200,199.519,-523303.851155,3.49368,3.60541,4.9213,3.49368,2,0.813186,0,0,ok
9600,4.8,200K_2ps,200,201.252,-523099.561116,3.44399,3.37793,4.79512,3.37793,2,0.821149,0,0,ok
9700,4.85,200K_2ps,200,201.581,-522198.727619,3.50655,3.50392,4.591,3.50392,2,0.787178,0,0,ok
9800,4.9,200K_2ps,200,201.158,-522526.498127,3.55373,3.64506,4.60407,3.55373,2,0.771478,0,0,ok
9900,4.95,200K_2ps,200,201.025,-522388.8951,3.62047,3.90902,4.92007,3.62047,2,0.790852,0,0,ok
10000,5,200K_2ps,200,201.174,-523033.242268,3.57261,3.90566,4.84389,3.57261,2,0.799904,0,0,ok
10100,5.05,200K_2ps,200,201.153,-523487.624104,3.71409,4.0173,4.74097,3.71409,2,0.814069,0,0,ok
10200,5.1,200K_2ps,200,200.249,-523495.085041,3.47342,4.16919,4.70264,3.47342,2,0.852314,0,0,ok
10300,5.15,200K_2ps,200,200.009,-522866.464924,3.57394,4.01819,4.79368,3.57394,2,0.843023,0,0,ok
10400,5.2,200K_2ps,200,199.742,-523312.273518,3.49258,4.10634,4.73088,3.49258,2,0.815046,0,0,ok
10500,5.25,200K_2ps,200,200.527,-522929.451252,3.59614,3.93028,4.67522,3.59614,2,0.799432,0,0,ok
10600,5.3,200K_2ps,200,200.456,-522841.426838,3.63598,3.81614,4.42645,3.63598,2,0.760938,0,0,ok
10700,5.35,200K_2ps,200,202.089,-522776.925862,3.70014,3.98902,4.5082,3.70014,2,0.74641,0,0,ok
10800,5.4,200K_2ps,200,199.65,-522054.775471,3.43485,3.82681,4.85389,3.43485,2,0.761691,0,0,ok
10900,5.45,200K_2ps,200,199.985,-522282.901448,3.2951,3.81794,5.07729,3.2951,2,0.778261,0,0,ok
11000,5.5,200K_2ps,200,201.399,-522476.907795,3.32414,4.07396,5.20605,3.32414,2,0.782374,0,0,ok
11100,5.55,200K_2ps,200,200.866,-522304.324299,3.31558,4.15258,5.12047,3.31558,2,0.8178,0,0,ok
11200,5.6,200K_2ps,200,200.554,-522479.830159,3.48937,4.45743,5.10885,3.48937,2,0.867041,0,0,ok
11300,5.65,200K_2ps,200,200.369,-522236.93758,3.70349,4.34601,4.9177,3.70349,2,0.907878,0,0,ok
11400,5.7,200K_2ps,200,200.32,-522556.953205,3.79331,4.3486,5.00854,3.79331,2,0.954896,0,0,ok
11500,5.75,200K_2ps,200,201.066,-522851.371174,3.81673,4.02267,4.88,3.81673,2,0.98476,0,0,ok
11600,5.8,200K_2ps,200,199.774,-522743.361409,3.64353,4.05669,5.14767,3.64353,2,1.0025,0,0,ok
11700,5.85,200K_2ps,200,199.121,-522782.870198,3.6346,4.27984,5.09119,3.6346,2,1.0179,0,0,ok
11800,5.9,200K_2ps,200,201.865,-523323.961994,3.50814,4.02326,5.09637,3.50814,2,1.04532,0,0,ok
11900,5.95,200K_2ps,200,199.876,-523043.570393,3.50098,3.99165,5.3686,3.50098,2,1.07288,0,0,ok
12000,6,200K_2ps,200,199.739,-523589.5826,3.67042,4.09588,5.45644,3.67042,2,1.06662,0,0,ok
12100,6.05,310K_4ps,310,246.42,-506267.321369,3.70614,4.12134,5.52018,3.70614,2,1.09209,0,0,ok
12200,6.1,310K_4ps,310,270.279,-494060.007893,3.53933,4.25164,5.51823,3.53933,2,1.13385,0,0,ok
12300,6.15,310K_4ps,310,283.92,-484345.48592,3.7158,4.30562,5.41685,3.7158,2,1.16077,0,0,ok
12400,6.2,310K_4ps,310,291.097,-477774.84383,3.7976,4.38435,5.48954,3.7976,2,1.11858,0,0,ok
12500,6.25,310K_4ps,310,295.282,-472236.762776,3.57059,4.08308,5.46117,3.57059,2,1.05026,0,0,ok
12600,6.3,310K_4ps,310,299.66,-469246.981526,3.5904,4.01347,5.05347,3.5904,2,0.968554,0,0,ok
12700,6.35,310K_4ps,310,301.666,-467195.126545,3.38791,3.88966,5.02135,3.38791,2,0.893503,0,0,ok
12800,6.4,310K_4ps,310,303.939,-465161.103596,3.56736,3.80644,5.13525,3.56736,2,0.853063,0,0,ok
12900,6.45,310K_4ps,310,304.801,-462417.268635,3.5945,3.71306,5.11243,3.5945,2,0.846864,0,0,ok
13000,6.5,310K_4ps,310,304.544,-461020.919026,3.57863,3.43041,4.96183,3.43041,2,0.840289,0,0,ok
13100,6.55,310K_4ps,310,306.385,-459640.757893,3.338,3.70041,4.65253,3.338,2,0.772811,0,0,ok
13200,6.6,310K_4ps,310,305.956,-458307.188557,3.25552,3.97814,4.52849,3.25552,2,0.689412,0,0,ok
13300,6.65,310K_4ps,310,307.32,-457410.767659,3.16106,4.08563,4.81171,3.16106,2,0.635705,0,0,ok
13400,6.7,310K_4ps,310,308.797,-455825.108479,3.42027,4.04198,4.69235,3.42027,2,0.643835,0,0,ok
13500,6.75,310K_4ps,310,308.541,-455471.120198,3.5072,4.05689,4.39838,3.5072,2,0.686925,0,0,ok
13600,6.8,310K_4ps,310,309.154,-454398.074299,3.74745,4.2637,4.29674,3.74745,2,0.659624,0,0,ok
13700,6.85,310K_4ps,310,307.315,-453315.883381,3.84904,4.08932,4.18722,3.84904,2,0.599526,0,0,ok
13800,6.9,310K_4ps,310,310.311,-453454.87801,4.14152,3.56709,4.24847,3.56709,2,0.561849,0,0,ok
13900,6.95,310K_4ps,310,309.282,-452842.131916,3.76295,3.46941,4.42057,3.46941,2,0.542332,0,0,ok
14000,7,310K_4ps,310,310.799,-451686.933674,3.58514,3.67781,4.43294,3.58514,2,0.533087,0,0,ok
14100,7.05,310K_4ps,310,311.38,-451311.719807,3.36336,3.6567,4.26481,3.36336,2,0.551452,0,0,ok
14200,7.1,310K_4ps,310,311.018,-451030.160237,3.69513,3.5864,4.21074,3.5864,2,0.574044,0,0,ok
14300,7.15,310K_4ps,310,309.715,-449823.03133,3.91171,3.84954,4.15741,3.84954,2,0.656104,0,0,ok
14400,7.2,310K_4ps,310,310.174,-450227.009846,4.0109,3.75622,3.95331,3.75622,2,0.735198,0,0,ok
14500,7.25,310K_4ps,310,308.678,-449946.402424,4.05471,3.6577,3.84747,3.6577,2,0.765375,0,0,ok
14600,7.3,310K_4ps,310,310.77,-450283.729573,3.99346,3.87337,3.98122,3.87337,2,0.818203,0,0,ok
14700,7.35,310K_4ps,310,309.934,-450277.083088,4.17177,4.10633,4.18094,4.10633,2,0.861347,0,0,ok
14800,7.4,310K_4ps,310,308.971,-449166.06551,4.10917,4.10567,4.05145,4.05145,2,0.880423,0,0,ok
14900,7.45,310K_4ps,310,312.624,-450195.326252,3.93542,4.08785,3.93983,3.93542,2,0.921116,0,0,ok
15000,7.5,310K_4ps,310,310.209,-449768.394612,3.69013,3.93385,3.90253,3.69013,2,1.02732,0,0,ok
15100,7.55,310K_4ps,310,306.596,-449025.939534,3.66379,4.13063,3.73273,3.66379,2,1.0642,0,0,ok
15200,7.6,310K_4ps,310,310.119,-448933.602619,3.78093,4.13159,3.95122,3.78093,2,1.11918,0,0,ok
15300,7.65,310K_4ps,310,311.359,-448994.230549,4.1626,4.05025,4.0142,4.0142,2,1.11795,0,0,ok
15400,7.7,310K_4ps,310,308.866,-447546.596272,4.13314,3.9279,4.18628,3.9279,2,1.10221,0,0,ok
15500,7.75,310K_4ps,310,307.839,-447321.915119,4.11453,3.73611,4.30609,3.73611,2,1.07746,0,0,ok
15600,7.8,310K_4ps,310,311.343,-448637.547932,3.9393,3.68379,4.34063,3.68379,2,1.04062,0,0,ok
15700,7.85,310K_4ps,310,311.199,-448464.576252,3.93655,3.58671,4.26099,3.58671,2,0.976202,0,0,ok
15800,7.9,310K_4ps,310,310.62,-448112.847737,3.77905,3.80616,3.82858,3.77905,2,0.93236,0,0,ok
15900,7.95,310K_4ps,310,307.864,-446274.469807,3.74091,3.9305,3.77728,3.74091,2,0.949467,0,0,ok
16000,8,310K_4ps,310,310.901,-447826.134358,3.66437,4.0077,3.89753,3.66437,2,1.00748,0,0,ok
16100,8.05,310K_4ps,310,308.126,-447323.552815,3.69451,3.98594,4.07965,3.69451,2,1.0166,0,0,ok
16200,8.1,310K_4ps,310,308.607,-447067.404377,4.0504,3.58865,4.25643,3.58865,2,0.99193,0,0,ok
16300,8.15,310K_4ps,310,309.735,-447258.573323,4.13994,3.8999,4.13273,3.8999,2,0.904955,0,0,ok
16400,8.2,310K_4ps,310,308.537,-446629.472737,4.03494,3.95694,4.01291,3.95694,2,0.854562,0,0,ok
16500,8.25,310K_4ps,310,309.7,-446693.633869,4.0578,3.77001,4.08979,3.77001,2,0.858019,0,0,ok
16600,8.3,310K_4ps,310,310.673,-446185.106526,4.09986,3.88451,3.94901,3.88451,2,0.839204,0,0,ok
16700,8.35,310K_4ps,310,310.818,-446619.323323,3.75836,3.8862,4.39269,3.75836,2,0.781048,0,0,ok
16800,8.4,310K_4ps,310,310.453,-446114.760823,3.66693,3.70598,4.55376,3.66693,2,0.732737,0,0,ok
16900,8.45,310K_4ps,310,310.155,-446526.302815,3.67732,3.62237,4.63632,3.62237,2,0.701919,0,0,ok
17000,8.5,310K_4ps,310,310.766,-447096.836018,3.72304,3.78364,4.52164,3.72304,2,0.675246,0,0,ok
17100,8.55,310K_4ps,310,312.298,-447107.634846,3.54862,3.60881,4.40788,3.54862,2,0.660537,0,0,ok
17200,8.6,310K_4ps,310,309.356,-445291.482502,3.61083,3.5966,4.49243,3.5966,2,0.630745,0,0,ok
17300,8.65,310K_4ps,310,309.953,-445565.594807,3.94487,3.40624,4.47606,3.40624,2,0.60448,0,0,ok
17400,8.7,310K_4ps,310,308.116,-445782.298909,3.79262,3.51007,4.36968,3.51007,2,0.572199,0,0,ok
17500,8.75,310K_4ps,310,311.14,-446731.027424,3.75568,3.94396,4.431,3.75568,2,0.586081,0,0,ok
17600,8.8,310K_4ps,310,305.159,-446339.144612,3.82777,4.3554,4.42912,3.82777,2,0.629171,0,0,ok
17700,8.85,310K_4ps,310,309.524,-446440.803791,3.76231,4.34918,4.40749,3.76231,2,0.72656,0,0,ok
17800,8.9,310K_4ps,310,309.478,-446280.154377,3.47042,4.24548,4.62197,3.47042,2,0.841988,0,0,ok
17900,8.95,310K_4ps,310,308.889,-446661.737385,3.31894,4.0712,4.71966,3.31894,2,0.930528,0,0,ok
18000,9,310K_4ps,310,310.524,-446780.44344,3.31999,3.7051,4.77383,3.31999,2,0.953881,0,0,ok
18100,9.05,310K_4ps,310,310.529,-446102.309651,3.70488,3.72455,4.41499,3.70488,2,0.906027,0,0,ok
18200,9.1,310K_4ps,310,309.39,-445965.813557,3.69462,3.65318,4.43163,3.65318,2,0.863878,0,0,ok
18300,9.15,310K_4ps,310,309.432,-445616.519612,3.87418,3.91162,4.59619,3.87418,2,0.84502,0,0,ok
18400,9.2,310K_4ps,310,311.775,-445835.147541,3.54205,3.85891,4.5589,3.54205,2,0.901534,0,0,ok
18500,9.25,310K_4ps,310,312.341,-445238.192463,3.54633,3.60776,4.60277,3.54633,2,0.962458,0,0,ok
18600,9.3,310K_4ps,310,312.271,-445570.475666,3.71009,3.66885,4.58542,3.66885,2,1.00399,0,0,ok
18700,9.35,310K_4ps,310,311.582,-446089.788166,3.65889,3.66622,4.69976,3.65889,2,1.04071,0,0,ok
18800,9.4,310K_4ps,310,311.219,-446096.155354,3.76963,3.56315,4.6962,3.56315,2,1.07586,0,0,ok
18900,9.45,310K_4ps,310,309.828,-445850.155354,3.67892,3.86972,4.95898,3.67892,2,1.09989,0,0,ok
19000,9.5,310K_4ps,310,308.987,-445907.822346,3.68965,3.79763,5.19365,3.68965,2,1.11393,0,0,ok
19100,9.55,310K_4ps,310,309.493,-446040.179768,3.58059,3.7445,5.15097,3.58059,2,1.08773,0,0,ok
19200,9.6,310K_4ps,310,311.423,-446034.341877,3.55447,3.59899,4.90198,3.55447,2,1.0456,0,0,ok
19300,9.65,310K_4ps,310,311.058,-446944.467854,3.61275,3.72852,4.88556,3.61275,2,0.999501,0,0,ok
19400,9.7,310K_4ps,310,307.388,-445697.263752,3.68062,3.80847,4.89599,3.68062,2,0.955053,0,0,ok
19500,9.75,310K_4ps,310,311.951,-446266.329182,3.88247,3.72758,4.68207,3.72758,2,0.942595,0,0,ok
19600,9.8,310K_4ps,310,310.881,-446234.446369,3.88826,3.69354,4.51707,3.69354,2,0.928166,0,0,ok
19700,9.85,310K_4ps,310,307.384,-444973.626057,3.66945,3.45308,4.78917,3.45308,2,0.916618,0,0,ok
19800,9.9,310K_4ps,310,308.582,-445338.473713,3.47426,3.71763,4.72232,3.47426,2,0.872055,0,0,ok
19900,9.95,310K_4ps,310,307.559,-445802.441487,3.45053,3.51244,4.61053,3.45053,2,0.862364,0,0,ok
20000,10,310K_4ps,310,310.191,-444725.338948,3.79093,3.87188,4.22257,3.79093,2,0.832938,0,0,ok
