time_ps,system,temperature_K,potential_energy_kJ_mol,ligand_rmsd_A,key_min_distance_A,TYR13_distance_A,VAL17_distance_A,SER20_distance_A,near_chains,severe_clashes,close_contacts,status
90.0,20chol,309.749,-456636.495161,2.05668,3.59882,3.59882,4.40504,4.14423,2,0,0,ok
90.0,40chol,314.443,-446995.838207,0.707655,3.53183,3.53183,5.88228,5.81619,2,0,0,ok
91.0,20chol,310.133,-456516.31938,1.82678,3.61277,3.61277,4.39727,4.1012,2,0,0,ok
91.0,40chol,308.281,-446688.974437,0.858709,3.49224,3.49224,5.94673,6.89442,2,0,0,ok
92.0,20chol,312.784,-457784.338911,1.60835,3.76125,4.09794,5.66656,3.76125,2,0,0,ok
92.0,40chol,310.739,-446603.250316,0.912701,3.44311,3.44311,5.67493,6.62786,2,0,0,ok
93.0,20chol,310.023,-457241.919966,1.82218,3.52421,4.23527,5.0866,3.52421,2,0,0,ok
93.0,40chol,308.587,-447751.914378,0.739326,3.41042,3.41042,5.84546,5.86968,2,0,0,ok
94.0,20chol,309.388,-456586.983442,1.53781,3.54143,4.09408,4.78684,3.54143,2,0,0,ok
94.0,40chol,310.563,-448269.060863,1.32902,3.51965,3.51965,6.51736,6.18523,2,0,0,ok
95.0,20chol,313.095,-457551.959517,1.01322,3.22587,4.65874,5.54572,3.22587,2,0,0,ok
95.0,40chol,308.07,-448564.364574,1.08161,3.40126,3.40126,6.19207,5.87876,2,0,0,ok
96.0,20chol,309.223,-456509.518599,1.18665,3.44248,4.28751,5.11057,3.44248,2,0,0,ok
96.0,40chol,310.104,-447459.960277,1.23154,3.26002,3.26002,6.51812,6.99876,2,0,0,ok
97.0,20chol,309.294,-456342.735396,0.987506,3.61245,3.73902,4.75721,3.61245,2,0,0,ok
97.0,40chol,310.256,-447871.203441,1.19633,3.7209,3.7209,6.0747,5.57997,2,0,0,ok
98.0,20chol,308.224,-457259.351607,0.892841,3.76143,3.9859,4.4066,3.76143,2,0,0,ok
98.0,40chol,311.685,-448721.983714,0.962486,3.80078,3.80078,5.86569,6.17269,2,0,0,ok
99.0,20chol,311.283,-457722.486372,0.9364,3.36502,3.36502,5.65174,4.06146,2,0,0,ok
99.0,40chol,307.92,-448413.351878,1.16033,3.37626,3.37626,6.58199,5.81674,2,0,0,ok
100.0,20chol,309.611,-455392.786177,1.54022,3.57923,3.57923,6.27969,4.12865,2,0,0,ok
100.0,40chol,308.83,-447549.047191,0.982462,3.49956,3.49956,6.31934,6.5774,2,0,0,ok
