time_ps,system,temperature_K,potential_energy_kJ_mol,ligand_rmsd_A,key_min_distance_A,TYR13_distance_A,VAL17_distance_A,SER20_distance_A,near_chains,severe_clashes,close_contacts,status
28.0,40chol,312.558,-447205.97474,1.22006,3.18693,3.18693,5.85595,6.75685,2,0,0,ok
29.0,20chol,309.22,-456900.85612,1.53726,3.68443,3.68443,3.70593,6.25178,2,0,0,ok
29.0,40chol,307.905,-447570.319466,1.68968,3.40111,3.40111,6.15997,7.15109,2,0,0,ok
30.0,20chol,308.892,-455029.460612,1.24587,3.74794,3.74794,4.09835,5.9548,2,0,0,ok
30.0,40chol,309.384,-446559.577279,1.60526,4.12284,4.12284,5.59386,6.99379,2,0,0,ok
31.0,20chol,308.47,-456129.900066,1.73377,3.85966,3.85966,4.12183,6.24744,2,0,0,ok
31.0,40chol,310.917,-447776.705209,1.8507,3.33077,3.33077,6.83733,7.57603,2,0,0,ok
32.0,20chol,308.954,-456568.932292,1.81546,3.92546,3.92546,4.52288,6.57807,2,0,0,ok
32.0,40chol,311.804,-447218.916146,1.51216,3.43568,3.43568,4.76473,6.31657,2,0,0,ok
33.0,20chol,310.713,-455021.944987,1.7339,3.66568,3.90346,3.66568,6.62068,2,0,0,ok
33.0,40chol,308.776,-447643.164193,1.72821,3.76843,3.76843,5.05341,6.70473,2,0,0,ok
34.0,20chol,311.601,-456192.35905,1.79206,3.39994,3.39994,4.13041,6.78877,2,0,0,ok
34.0,40chol,309.734,-447814.75306,1.89133,3.69583,3.69583,6.313,7.23485,2,0,0,ok
35.0,20chol,310.596,-455579.263347,1.54362,3.40662,3.40662,3.63802,6.22287,2,0,0,ok
35.0,40chol,307.393,-446178.810677,2.16062,3.60123,3.60123,5.89179,7.22312,2,0,0,ok
36.0,20chol,310.45,-456172.73405,1.61643,3.46415,3.46415,4.38629,6.32473,2,0,0,ok
36.0,40chol,310.335,-446756.572396,2.13435,3.81402,3.81402,6.38868,7.53996,2,0,0,ok
37.0,20chol,312.506,-455459.477214,1.73429,3.62241,3.62241,4.14191,6.98727,2,0,0,ok
37.0,40chol,308.935,-447011.609505,1.93233,3.82063,3.82063,6.59214,8.03557,2,0,0,ok
38.0,20chol,309.106,-456006.493816,2.02107,3.61133,3.61133,4.72789,7.03798,2,0,0,ok
38.0,40chol,311.808,-447341.304818,1.69911,3.85027,3.85027,5.78755,7.78731,2,0,0,ok
39.0,20chol,311.398,-455330.009441,1.92043,3.26566,3.26566,4.47163,7.37844,2,0,0,ok
39.0,40chol,310.639,-447323.357064,1.61723,3.91482,3.91482,4.61464,6.93794,2,0,0,ok
40.0,20chol,309.899,-456880.773112,1.89084,4.0775,4.0775,4.49223,6.93353,2,0,0,ok
40.0,40chol,310.882,-448189.573373,1.65247,3.80135,3.80135,4.50765,6.1838,2,0,0,ok
41.0,20chol,311.246,-456138.999675,1.53474,3.71919,3.71919,4.60666,6.15221,2,0,0,ok
41.0,40chol,310.227,-448321.381966,1.39172,3.45486,3.45486,4.22818,5.85327,2,0,0,ok
42.0,20chol,310.153,-455468.532878,1.61083,3.4328,3.4328,4.13862,5.69163,2,0,0,ok
42.0,40chol,308.684,-447083.354623,1.46497,3.81388,3.81388,4.37637,5.85851,2,0,0,ok
43.0,20chol,310.188,-456306.787761,2.02615,3.77251,3.77251,4.57862,6.99602,2,0,0,ok
43.0,40chol,312.456,-447185.414193,1.55635,3.42357,3.42357,4.52478,6.79656,2,0,0,ok
44.0,20chol,308.643,-456943.270183,1.69487,3.27627,3.27627,4.22577,5.78867,2,0,0,ok
44.0,40chol,309.575,-446608.417123,1.52084,3.79727,3.79727,4.07943,6.64011,2,0,0,ok
45.0,20chol,310.111,-456239.367839,1.64409,3.63333,3.63333,4.04165,5.72271,2,0,0,ok
45.0,40chol,308.839,-448340.479623,1.54513,3.76084,3.76084,3.92127,6.56445,2,0,0,ok
46.0,20chol,309.595,-457316.634441,1.43591,3.4158,3.4158,3.92441,6.09768,2,0,0,ok
46.0,40chol,309.698,-448148.361459,1.40635,3.33075,3.33075,3.66529,6.50177,2,0,0,ok
47.0,20chol,309.659,-456847.382487,1.61805,3.89332,3.89332,3.90364,5.6112,2,0,0,ok
47.0,40chol,312.324,-448416.320931,1.43282,3.82971,3.82971,3.85172,6.45706,2,0,0,ok
48.0,20chol,310.822,-457750.780925,1.73015,3.91244,3.91244,4.06918,6.33784,2,0,0,ok
48.0,40chol,311.658,-447351.28724,1.77222,3.73369,3.73369,4.75904,6.78838,2,0,0,ok
49.0,20chol,308.69,-457300.197429,1.76465,3.14915,3.14915,4.13936,6.59343,2,0,0,ok
49.0,40chol,311.522,-449201.255013,1.62972,3.99362,3.99362,4.1947,6.90246,2,0,0,ok
50.0,20chol,313.076,-457749.841472,1.84391,4.0346,4.0346,4.67149,6.09007,2,0,0,ok
50.0,40chol,309.574,-447651.138802,1.8861,3.65892,3.65892,4.24325,6.81964,2,0,0,ok
51.0,20chol,311.554,-456877.073894,1.85023,3.76648,3.76648,4.66621,6.39499,2,0,0,ok
51.0,40chol,310.677,-446940.97474,1.56731,3.79603,3.79603,4.36937,6.44886,2,0,0,ok
52.0,20chol,311.979,-454819.48112,1.9418,4.05107,4.05107,4.65711,6.04297,2,0,0,ok
52.0,40chol,312.852,-447945.47181,1.53964,3.41944,3.41944,3.99674,6.13482,2,0,0,ok
53.0,20chol,311.363,-457649.98698,1.94851,3.4699,3.87893,3.4699,6.67665,2,0,0,ok
53.0,40chol,310.073,-448877.514779,2.09976,3.301,3.301,4.80867,6.36455,2,0,0,ok
54.0,20chol,309.595,-456437.585612,1.47537,3.82939,3.85425,3.82939,5.59041,2,0,0,ok
54.0,40chol,310.491,-446429.536263,2.0906,3.37685,3.37685,4.77657,6.27305,2,0,0,ok
55.0,20chol,309.526,-456618.062175,1.72005,3.8281,3.8281,4.50626,6.46099,2,0,0,ok
55.0,40chol,311.175,-447191.672982,2.03794,3.62391,3.62391,5.08891,5.38757,2,0,0,ok
56.0,20chol,309.813,-457322.775066,1.21651,3.78638,4.07119,3.78638,5.1266,2,0,0,ok
56.0,40chol,310.387,-448318.842904,1.79654,3.32588,3.32588,3.92722,5.09899,2,0,0,ok
57.0,20chol,309.161,-455884.256511,1.34269,3.73846,3.73846,4.12876,6.06033,2,0,0,ok
57.0,40chol,309.915,-448468.320443,2.27603,3.78189,3.79093,3.78189,5.19733,2,0,0,ok
58.0,20chol,310.599,-456288.520183,1.11501,3.72655,3.72655,4.44776,6.14752,2,0,0,ok
58.0,40chol,313.232,-447609.448373,1.89781,3.84202,4.09328,3.84202,5.63426,2,0,0,ok
59.0,20chol,311.435,-457044.193034,1.30384,3.36917,3.36917,4.15586,6.65924,2,0,0,ok
59.0,40chol,310.597,-447747.088998,2.07256,3.56119,3.56119,4.44879,6.87969,2,0,0,ok
60.0,20chol,308.818,-455447.979167,1.06426,3.88214,3.88214,4.15917,6.07811,2,0,0,ok
60.0,40chol,309.943,-448057.869759,1.96035,3.57569,3.57569,4.04098,6.3973,2,0,0,ok
61.0,20chol,310.498,-456250.39323,1.30207,3.77131,3.77131,4.17668,6.27713,2,0,0,ok
61.0,40chol,310.181,-448113.479623,2.17308,3.71867,3.71867,4.82376,7.26299,2,0,0,ok
62.0,20chol,308.294,-456597.842448,1.17907,3.76829,3.76829,4.21533,5.95214,2,0,0,ok
62.0,40chol,307.775,-447581.964974,2.11368,3.76571,3.76571,4.88193,7.46428,2,0,0,ok
63.0,20chol,309.513,-456183.061198,1.27057,3.66496,3.66496,3.96339,5.77578,2,0,0,ok
63.0,40chol,309.669,-448030.823373,2.17159,4.04445,4.04445,5.18495,7.30557,2,0,0,ok
64.0,20chol,314.423,-456569.048503,1.42489,3.523,3.523,3.91527,6.10156,2,0,0,ok
64.0,40chol,311.788,-448311.94349,1.85887,3.74299,3.74299,4.22532,6.67068,2,0,0,ok
65.0,20chol,310.883,-456666.150066,1.45414,3.58755,3.58755,4.14674,5.44425,2,0,0,ok
65.0,40chol,309.469,-445945.013802,1.99208,3.64722,3.64722,4.48631,6.68071,2,0,0,ok
66.0,20chol,309.47,-456126.152995,1.541,3.64151,3.64151,3.78898,5.52922,2,0,0,ok
66.0,40chol,312.614,-448245.793099,1.80144,3.47282,3.47282,4.95543,6.38347,2,0,0,ok
67.0,20chol,309.885,-456196.648112,1.08981,3.51367,3.51367,3.99796,5.45535,2,0,0,ok
67.0,40chol,311.776,-447566.800912,1.96664,3.36667,3.36667,4.77075,5.81397,2,0,0,ok
68.0,20chol,309.012,-454887.184734,1.1657,3.60945,3.60945,4.29141,5.5792,2,0,0,ok
68.0,40chol,308.732,-447299.324837,1.91548,3.57647,3.57647,5.64303,6.06984,2,0,0,ok
69.0,20chol,310.996,-457928.646159,1.19458,3.92133,3.95589,3.92133,5.45019,2,0,0,ok
69.0,40chol,311.237,-448450.888802,2.00046,3.51517,3.51517,6.09827,6.12131,2,0,0,ok
70.0,20chol,309.663,-456005.653972,1.36303,3.63838,3.63838,4.88547,5.85109,2,0,0,ok
70.0,40chol,310.334,-447787.564584,2.17214,3.55884,3.55884,5.74934,6.38799,2,0,0,ok
71.0,20chol,310.689,-456702.170573,1.48193,3.93619,3.93619,4.01021,6.02944,2,0,0,ok
71.0,40chol,309.495,-446519.410287,2.02635,3.52283,3.52283,6.22842,6.26555,2,0,0,ok
72.0,20chol,311.985,-456426.938151,1.46837,3.7229,3.7229,3.94914,6.36476,2,0,0,ok
72.0,40chol,310.975,-447392.581185,1.81175,3.39982,3.39982,5.10396,5.67309,2,0,0,ok
73.0,20chol,309.521,-456016.433269,1.72032,3.57885,3.72537,3.57885,5.78747,2,0,0,ok
73.0,40chol,310.853,-446150.145638,1.81134,3.5943,3.5943,5.7787,5.77847,2,0,0,ok
74.0,20chol,309.228,-456163.096355,1.84802,3.91294,3.91294,4.06311,7.47164,2,0,0,ok
74.0,40chol,311.987,-448744.333138,1.80268,3.77943,3.77943,6.0178,6.43944,2,0,0,ok
75.0,20chol,311.952,-457721.583659,1.93671,4.04513,4.04513,4.41942,6.04502,2,0,0,ok
75.0,40chol,312.115,-448508.936654,1.57229,3.58633,3.58633,4.68446,5.64905,2,0,0,ok
76.0,20chol,312.056,-457438.957683,2.20578,3.79021,3.79021,4.26119,6.65802,2,0,0,ok
76.0,40chol,310.721,-448114.71888,1.63325,3.5369,3.5369,5.28069,6.28501,2,0,0,ok
77.0,20chol,307.158,-457604.985026,2.05339,4.03633,4.03633,4.71207,6.62039,2,0,0,ok
77.0,40chol,309.301,-447083.606576,1.68583,3.20516,3.20516,4.19517,6.09187,2,0,0,ok
78.0,20chol,310.301,-457425.583659,1.82841,4.24144,4.31171,4.24144,6.09774,2,0,0,ok
78.0,40chol,308.603,-448289.450326,1.83016,3.24597,3.24597,3.96665,6.29494,2,0,0,ok
79.0,20chol,309.125,-456574.982097,1.99945,3.7628,3.7628,3.97844,7.16849,2,0,0,ok
79.0,40chol,311.969,-447357.891732,1.63165,3.44338,3.44338,4.6258,5.91788,2,0,0,ok
80.0,20chol,309.727,-456937.323894,2.05853,3.67767,3.67767,4.01499,6.99163,2,0,0,ok
80.0,40chol,311.277,-447693.691537,1.89897,3.25305,3.25305,5.27632,6.19211,2,0,0,ok
81.0,20chol,309.652,-456915.969401,1.80997,3.83318,3.83318,3.97433,5.14467,2,0,0,ok
81.0,40chol,311.056,-447133.449349,1.89385,3.4121,3.4121,5.21896,6.24644,2,0,0,ok
82.0,20chol,307.654,-457903.051433,1.81432,3.60816,3.60816,4.37458,6.05192,2,0,0,ok
82.0,40chol,310.431,-449169.842904,1.61007,3.43233,3.43233,4.74686,6.52867,2,0,0,ok
83.0,20chol,311.369,-457615.6403,1.65848,3.65196,3.65196,4.17158,5.71639,2,0,0,ok
83.0,40chol,310.494,-447199.573373,1.45417,3.58173,3.58173,4.25623,5.25904,2,0,0,ok
84.0,20chol,310.035,-456554.600261,1.43805,3.54554,3.54554,4.076,4.89405,2,0,0,ok
84.0,40chol,311.816,-449076.808724,1.71555,3.36392,3.36392,4.44569,6.13051,2,0,0,ok
85.0,20chol,312.066,-456200.032878,1.18932,3.82905,3.82905,4.38939,4.87075,2,0,0,ok
85.0,40chol,311.27,-448533.020638,1.7368,3.48015,3.48015,4.69139,5.90333,2,0,0,ok
86.0,20chol,309.513,-455727.226237,1.60147,3.88033,3.88033,4.01076,5.08087,2,0,0,ok
86.0,40chol,309.966,-448059.75306,1.64546,3.45074,3.45074,5.01677,6.19215,2,0,0,ok
87.0,20chol,309.272,-456548.963542,1.73103,3.63721,3.63721,4.12327,5.47484,2,0,0,ok
87.0,40chol,311.467,-447195.524544,1.57923,3.58325,3.58325,4.28633,5.55964,2,0,0,ok
88.0,20chol,310.364,-457789.7653,1.79172,3.6377,3.6377,4.03908,6.1043,2,0,0,ok
88.0,40chol,310.983,-448490.284798,1.59915,3.7157,3.7157,4.42978,5.97613,2,0,0,ok
89.0,20chol,309.663,-455202.007976,1.593,4.01428,4.01428,4.2877,6.52715,2,0,0,ok
89.0,40chol,308.874,-447600.522591,1.86833,3.49121,3.49121,5.76599,6.26118,2,0,0,ok
90.0,20chol,311.866,-456380.04655,1.66379,3.44451,3.44451,3.88627,6.04107,2,0,0,ok
90.0,40chol,309.879,-448366.621224,1.74929,3.5685,3.5685,4.06063,4.86857,2,0,0,ok
91.0,20chol,311.355,-455324.659831,1.72017,4.04978,4.27699,4.04978,5.7672,2,0,0,ok
91.0,40chol,309.923,-447290.103646,1.70028,3.6883,4.05267,3.6883,5.61891,2,0,0,ok
92.0,20chol,310.453,-456554.254069,1.60521,3.80601,3.80601,3.95201,6.48644,2,0,0,ok
92.0,40chol,312.675,-448804.622201,1.9019,3.48636,3.48636,3.95998,5.80652,2,0,0,ok
93.0,20chol,309.488,-456210.858073,1.26323,3.38301,3.38301,3.65018,6.06045,2,0,0,ok
93.0,40chol,310.232,-447862.725716,1.4702,3.64329,3.64329,3.88109,6.26358,2,0,0,ok
94.0,20chol,311.05,-455721.348308,1.28643,3.66073,3.66073,3.85608,5.77345,2,0,0,ok
94.0,40chol,309.757,-449911.335091,1.90692,3.44868,3.44868,4.31366,6.6865,2,0,0,ok
95.0,20chol,311.412,-457582.040691,1.39086,3.16548,3.16548,3.86225,6.35387,2,0,0,ok
95.0,40chol,311.0,-447584.264779,2.12332,3.35327,3.35327,4.12627,6.21028,2,0,0,ok
96.0,20chol,312.094,-456937.882487,1.55922,3.44413,3.44413,3.8501,5.56328,2,0,0,ok
96.0,40chol,312.304,-447699.402474,1.79296,3.64061,3.64061,3.73452,6.35915,2,0,0,ok
97.0,20chol,311.238,-456166.013347,1.70145,3.89353,3.97943,3.89353,5.06203,2,0,0,ok
97.0,40chol,311.092,-447699.264779,1.77413,3.28485,3.28485,3.73111,6.21542,2,0,0,ok
98.0,20chol,312.592,-456557.500651,1.47926,4.01454,4.15822,4.01454,4.42384,2,0,0,ok
98.0,40chol,309.411,-447799.809701,1.45383,3.72654,3.72654,3.835,6.19602,2,0,0,ok
99.0,20chol,310.252,-458199.466472,1.05325,3.87984,3.87984,4.08673,4.94509,2,0,0,ok
99.0,40chol,312.233,-448528.254037,1.59825,3.52838,3.52838,3.53594,5.38777,2,0,0,ok
100.0,20chol,310.976,-457109.896159,1.2911,3.63059,3.63059,3.97804,4.69417,2,0,0,ok
100.0,40chol,313.032,-449638.141732,1.59628,3.60753,3.60753,4.19607,5.63985,2,0,0,ok
