time_ps,system,temperature_K,potential_energy_kJ_mol,ligand_rmsd_A,key_min_distance_A,TYR13_distance_A,VAL17_distance_A,SER20_distance_A,near_chains,severe_clashes,close_contacts,status
27,40chol,311.295,-446234,1.20032,3.50546,3.50546,8.35684,7.91271,2,0,0,ok
28,20chol,311.254,-453141,0.691402,3.38552,6.60087,4.33131,3.38552,2,0,0,ok
28,40chol,311.461,-445490,0.886787,3.89984,3.89984,8.61586,7.4959,2,0,0,ok
29,20chol,310.773,-451966,0.766385,3.81576,,,,2,0,0,ok
29,40chol,309.777,-446725,1.03068,3.49372,3.49372,8.52896,7.45602,2,0,0,ok
30,20chol,308.835,-451133,0.960073,3.56035,6.96682,4.54071,3.56035,2,0,0,ok
30,40chol,310.448,-445656,1.3828,3.445,3.445,8.84642,8.06818,2,0,0,ok
31,20chol,309.547,-452407,0.764403,3.74752,,,,2,0,0,ok
31,40chol,309.643,-447527,1.3674,3.55716,3.55716,8.32506,8.42761,2,0,0,ok
32,20chol,309.076,-453362,0.577465,3.90425,7.00775,3.90425,4.07481,2,0,0,ok
32,40chol,312.183,-447300,1.49209,3.35531,3.35531,8.34355,7.19631,2,0,0,ok
33,20chol,311.697,-451488,0.762928,4.08271,,,,2,0,0,ok
33,40chol,309.095,-447336,1.52706,3.31058,3.31058,8.66132,7.86806,2,0,0,ok
34,20chol,309.675,-451511,0.775972,4.28346,7.94214,4.28346,4.97475,2,0,0,ok
34,40chol,308.956,-445802,1.56916,3.76741,3.76741,8.45083,8.05043,2,0,0,ok
35,20chol,311.321,-451700,0.881714,4.20653,,,,2,0,0,ok
35,40chol,313.696,-445910,1.2932,3.55228,3.55228,8.21993,8.03157,2,0,0,ok
36,20chol,310.135,-451528,0.659148,3.77246,7.4116,3.77246,4.50592,2,0,0,ok
36,40chol,309.813,-446242,0.948154,3.88288,3.88288,7.91174,7.64811,2,0,0,ok
37,20chol,311.433,-452193,0.691538,4.17225,,,,2,0,0,ok
37,40chol,311.23,-446209,1.01552,3.22266,3.22266,8.49183,7.91989,2,0,0,ok
38,20chol,313.25,-452329,0.903972,4.13568,6.77766,4.34169,4.13568,2,0,0,ok
38,40chol,312.683,-444696,0.826373,3.56637,3.56637,7.93918,7.42131,2,0,0,ok
39,20chol,309.443,-453067,0.808597,4.14766,,,,2,0,0,ok
39,40chol,309.535,-446471,1.21677,3.59181,3.59181,8.15989,7.84442,2,0,0,ok
40,20chol,310.68,-452417,0.804586,3.96566,7.41977,3.96566,4.82778,2,0,0,ok
40,40chol,311.643,-446387,1.0331,3.53051,3.53051,8.57852,7.80411,2,0,0,ok
41,20chol,310.221,-451805,0.66182,3.84763,,,,2,0,0,ok
41,40chol,310.919,-446643,1.49972,3.45666,3.45666,8.91859,8.27662,2,0,0,ok
42,20chol,311.89,-453708,0.921459,4.09779,7.66681,4.19495,4.09779,2,0,0,ok
42,40chol,309.362,-444975,1.45026,3.6595,3.6595,9.05786,8.33025,2,0,0,ok
43,20chol,311.296,-451778,0.937177,3.44461,,,,2,0,0,ok
43,40chol,312.567,-445132,1.25771,3.9215,3.9215,8.87017,8.40744,2,0,0,ok
44,20chol,308.368,-451361,0.986001,4.2155,7.62061,4.51499,4.2155,2,0,0,ok
44,40chol,310.191,-445901,1.16093,3.72558,3.72558,8.55818,7.48156,2,0,0,ok
45,20chol,311.405,-451608,0.675393,4.00357,,,,2,0,0,ok
45,40chol,312.886,-446199,1.30531,3.7971,3.7971,8.44448,7.9667,2,0,0,ok
46,20chol,311.328,-451959,0.843503,3.33398,7.25114,3.99256,3.33398,2,0,0,ok
46,40chol,311.196,-445453,0.982606,3.6175,3.6175,8.53684,7.52443,2,0,0,ok
47,20chol,310.858,-451862,0.822179,3.31165,,,,2,0,0,ok
47,40chol,311.181,-447233,1.96662,3.4779,3.4779,8.72315,8.86492,2,0,0,ok
48,20chol,307.978,-452968,1.04098,3.44029,6.33368,3.96695,3.44029,2,0,0,ok
48,40chol,311.231,-446597,1.4812,3.06787,3.06787,8.72716,8.13193,2,0,0,ok
49,20chol,311.116,-452699,1.21764,3.46445,,,,2,0,0,ok
49,40chol,310.1,-445577,1.45973,3.6884,3.6884,9.01712,7.46766,2,0,0,ok
50,20chol,311.157,-452469,1.12705,4.06906,7.2064,4.06905,4.10488,2,0,0,ok
50,40chol,310.813,-447291,1.58419,3.45395,3.45395,7.77745,7.26123,2,0,0,ok
51,20chol,309.776,-453344,1.01316,3.51975,,,,2,0,0,ok
51,40chol,311.025,-445754,1.46701,3.90046,3.90046,8.50185,7.25328,2,0,0,ok
52,20chol,309.441,-452892,0.88004,3.8707,7.60889,3.8707,4.36065,2,0,0,ok
52,40chol,309.47,-447737,1.92402,3.43477,3.43477,8.71831,8.00731,2,0,0,ok
53,20chol,308.217,-452412,1.1646,4.04711,,,,2,0,0,ok
53,40chol,310.376,-446892,2.22755,4.14469,4.14469,8.98985,8.5779,2,0,0,ok
54,20chol,311.892,-451113,1.52269,3.81371,6.35992,4.33164,3.8137,2,0,0,ok
54,40chol,310.648,-446403,2.49792,4.08598,4.08598,8.87078,8.85273,2,0,0,ok
55,20chol,309.289,-451425,1.08038,3.7944,,,,2,0,0,ok
55,40chol,311.601,-445393,2.62314,3.57386,3.57386,8.42963,8.81272,2,0,0,ok
56,20chol,309.623,-452465,0.963127,4.26704,6.91523,4.31717,4.26704,2,0,0,ok
56,40chol,311.432,-445534,2.63965,3.44234,3.44234,8.78106,8.67224,2,0,0,ok
57,20chol,312.238,-451478,1.05964,3.71477,,,,2,0,0,ok
57,40chol,311.104,-446910,2.36719,3.74475,3.74475,8.21053,8.82808,2,0,0,ok
58,20chol,312.768,-451296,0.863055,3.51945,6.45801,3.51945,3.6469,2,0,0,ok
58,40chol,309.077,-447122,2.24663,3.28978,3.28978,8.34808,8.75949,2,0,0,ok
59,20chol,311.207,-452298,0.913726,3.24725,,,,2,0,0,ok
59,40chol,312.447,-447702,2.02808,3.89715,3.89715,7.87298,8.42694,2,0,0,ok
60,20chol,310.885,-452043,1.12213,3.49534,6.8561,3.59644,3.49534,2,0,0,ok
60,40chol,309.263,-446142,2.26867,3.64573,3.64573,8.91062,8.92494,2,0,0,ok
61,20chol,307.547,-451322,1.08336,3.65063,,,,2,0,0,ok
61,40chol,309.087,-446645,2.35679,3.13805,3.13805,9.0387,8.53215,2,0,0,ok
62,20chol,309.424,-452349,0.722838,3.48403,6.49279,3.48403,3.58871,2,0,0,ok
62,40chol,310.148,-446039,2.14496,3.48738,3.48738,8.90181,8.60505,2,0,0,ok
63,20chol,312.976,-451197,0.841806,3.48778,,,,2,0,0,ok
63,40chol,308.501,-445088,2.11194,3.21846,3.21846,8.42492,8.75481,2,0,0,ok
64,20chol,310.744,-451742,0.717596,3.50772,6.28561,3.50771,3.88974,2,0,0,ok
64,40chol,309.606,-445067,2.61483,3.14546,3.14546,9.06403,8.85358,2,0,0,ok
65,20chol,309.917,-452057,0.763669,3.57101,,,,2,0,0,ok
65,40chol,314.195,-447323,2.44956,3.18438,3.18438,8.49971,8.95043,2,0,0,ok
66,20chol,312.288,-452514,0.974473,3.56085,6.40637,3.56084,4.21919,2,0,0,ok
66,40chol,311.009,-446606,2.12638,3.56416,3.56416,8.54049,8.7807,2,0,0,ok
67,20chol,309.138,-452872,0.998537,3.32895,,,,2,0,0,ok
67,40chol,310.318,-446249,1.86898,3.20361,3.20361,8.08275,8.08875,2,0,0,ok
68,20chol,311.365,-453112,0.981063,3.80928,7.03339,4.18898,3.80928,2,0,0,ok
68,40chol,310.364,-446512,2.31583,3.72722,3.72722,8.29016,8.60702,2,0,0,ok
69,20chol,310.713,-452626,1.08178,3.4802,,,,2,0,0,ok
69,40chol,310.008,-446581,2.47892,3.8893,3.8893,8.52746,8.67447,2,0,0,ok
70,20chol,311.232,-453208,0.352953,3.67091,6.88493,3.6709,4.43348,2,0,0,ok
70,40chol,310.683,-446105,2.58421,3.32062,3.32062,8.54218,9.12137,2,0,0,ok
71,20chol,311.839,-452122,0.6023,3.74372,,,,2,0,0,ok
71,40chol,309.66,-446431,2.89387,3.62547,3.62547,8.80163,9.16933,2,0,0,ok
72,20chol,309.348,-452099,0.758691,3.83415,6.6639,3.83414,3.95196,2,0,0,ok
72,40chol,310.714,-446235,2.86238,3.36824,3.36824,8.71973,9.01654,2,0,0,ok
73,20chol,308.681,-452700,0.797778,4.26932,,,,2,0,0,ok
73,40chol,310.961,-447551,2.79281,3.9211,3.9211,8.46281,8.87383,2,0,0,ok
74,20chol,310.371,-452842,0.70989,3.94876,6.80121,4.08681,3.94876,2,0,0,ok
74,40chol,312.348,-447067,3.00028,5.5268,5.5268,7.541,7.83731,2,0,0,ok
75,20chol,312.057,-452599,0.759984,4.26835,,,,2,0,0,ok
75,40chol,307.81,-446698,2.83806,4.6401,4.6401,7.64588,7.94801,2,0,0,ok
76,20chol,310.064,-452188,0.555708,3.62206,6.9285,3.62206,4.34099,2,0,0,ok
76,40chol,308.44,-446855,2.27549,3.97075,3.97075,8.05994,8.7493,2,0,0,ok
77,20chol,308.778,-452213,0.657292,3.86287,,,,2,0,0,ok
77,40chol,310.249,-446249,1.50614,3.57408,3.57408,8.23687,7.65689,2,0,0,ok
78,20chol,312.161,-452828,0.543485,3.672,6.71254,3.672,4.41154,2,0,0,ok
78,40chol,310.932,-447155,1.25041,3.31094,3.31094,7.60209,7.65793,2,0,0,ok
79,20chol,311.752,-453271,0.870644,3.62881,,,,2,0,0,ok
79,40chol,309.695,-447066,1.65596,3.60588,3.60588,7.81895,8.03047,2,0,0,ok
80,20chol,310.825,-453036,0.790979,3.31255,6.31316,3.31254,4.1174,2,0,0,ok
80,40chol,311.498,-447051,2.39188,3.58977,3.58977,7.834,8.95974,2,0,0,ok
81,20chol,310.242,-452483,1.07426,3.95227,,,,2,0,0,ok
81,40chol,310.564,-446364,2.08868,3.81526,3.81526,8.0678,8.86688,2,0,0,ok
82,20chol,308.587,-454144,0.849734,4.36318,7.10298,4.36317,5.21966,2,0,0,ok
82,40chol,311.02,-447727,2.09965,3.64644,3.64644,7.83383,8.82521,2,0,0,ok
83,20chol,308.811,-452725,0.610214,3.41126,,,,2,0,0,ok
83,40chol,309.007,-446850,2.29934,3.97036,3.97036,7.82994,8.39114,2,0,0,ok
84,20chol,309.351,-452905,0.942796,3.91996,6.83221,3.91995,4.79721,2,0,0,ok
84,40chol,310.797,-446779,2.36877,5.24829,5.24829,7.98833,8.4256,2,0,0,ok
85,20chol,311.695,-451908,1.2987,4.02282,,,,2,0,0,ok
85,40chol,311.119,-447447,2.19565,3.46718,3.46718,7.60271,8.44099,2,0,0,ok
86,20chol,310.303,-452562,1.3194,4.26353,7.12342,4.26352,4.76482,2,0,0,ok
86,40chol,310.053,-445872,2.26882,4.4693,4.4693,7.41424,8.6137,2,0,0,ok
87,20chol,311.219,-452429,0.980982,4.16426,,,,2,0,0,ok
87,40chol,307.013,-446621,1.73465,3.73519,3.73519,7.27015,7.61877,2,0,0,ok
88,20chol,309.909,-453360,0.767155,3.48837,6.06951,3.48837,3.75786,2,0,0,ok
88,40chol,309.942,-447529,1.48946,4.10149,4.10149,7.54719,7.6641,2,0,0,ok
89,20chol,308.801,-452884,0.708552,3.52973,,,,2,0,0,ok
89,40chol,307.291,-447459,1.72087,4.59679,4.59679,7.74804,7.7658,2,0,0,ok
90,20chol,311.396,-452710,1.05364,3.99237,6.69059,3.99237,4.03534,2,0,0,ok
90,40chol,310.448,-448040,1.61952,4.16718,4.16718,7.77191,7.91888,2,0,0,ok
91,20chol,311.836,-453783,0.910615,3.6601,,,,2,0,0,ok
91,40chol,311.885,-445998,1.86292,5.21655,5.21655,7.92686,8.11883,2,0,0,ok
92,20chol,310.879,-454251,0.600199,3.34812,6.8303,3.34811,4.55195,2,0,0,ok
92,40chol,310.761,-446215,2.30909,4.75659,4.75659,7.77039,8.69876,2,0,0,ok
93,20chol,310.937,-453726,0.676068,3.49998,,,,2,0,0,ok
93,40chol,310.498,-447685,2.00196,5.14963,5.14963,8.25968,8.58259,2,0,0,ok
94,20chol,310.57,-451530,0.594441,3.51261,6.61245,3.5126,4.26591,2,0,0,ok
94,40chol,308.86,-448030,1.63067,4.85418,4.85418,8.85898,8.512,2,0,0,ok
95,20chol,310.43,-454386,0.67797,4.10842,,,,2,0,0,ok
95,40chol,311.288,-449041,1.87426,4.43735,4.43735,8.01901,8.68289,2,0,0,ok
96,20chol,309.908,-452573,0.73317,3.75049,6.60537,3.75048,4.58844,2,0,0,ok
96,40chol,310.473,-447578,1.71434,4.12822,4.12822,8.15078,8.37841,2,0,0,ok
97,20chol,311.337,-454421,0.817097,3.42969,,,,2,0,0,ok
97,40chol,310.193,-448248,1.63881,4.28741,4.28741,8.23737,8.17162,2,0,0,ok
98,20chol,312.202,-452439,1.101,4.16087,7.37636,4.16087,4.69695,2,0,0,ok
98,40chol,310.435,-446198,1.71347,4.39211,4.39211,7.85391,8.59691,2,0,0,ok
99,20chol,310.868,-452820,1.20768,3.50281,,,,2,0,0,ok
99,40chol,309.19,-447296,1.99997,4.4859,4.4859,8.27118,9.02962,2,0,0,ok
100,20chol,310.952,-453165,1.19815,3.6668,7.4894,3.66679,4.36836,2,0,0,ok
100,40chol,311.505,-447460,1.55302,4.47124,4.47124,8.74193,7.98056,2,0,0,ok
