time_ps,system,temperature_K,potential_energy_kJ_mol,ligand_rmsd_A,key_min_distance_A,TYR13_distance_A,VAL17_distance_A,SER20_distance_A,near_chains,severe_clashes,close_contacts,status
44.0,40chol,309.585,-447928.120113,1.25047,3.26682,3.26682,5.16117,4.12292,2,0,0,ok
45.0,20chol,310.529,-458552.419158,1.38976,3.88602,3.88602,3.95186,4.90765,2,0,0,ok
45.0,40chol,309.737,-447852.942867,1.16861,3.65286,3.65286,5.52188,4.49309,2,0,0,ok
46.0,20chol,309.86,-456113.340056,1.49734,3.64483,4.16393,3.75841,3.64483,2,0,0,ok
46.0,40chol,310.661,-446866.154781,1.08672,3.07178,3.07178,5.30857,4.66994,2,0,0,ok
47.0,20chol,310.616,-457528.661346,1.62498,3.41914,3.77975,3.41914,4.69853,2,0,0,ok
47.0,40chol,309.23,-447433.876461,1.07602,3.25106,3.25106,4.88106,4.72002,2,0,0,ok
48.0,20chol,311.558,-457677.252166,1.87758,3.45629,3.97694,3.45629,3.95168,2,0,0,ok
48.0,40chol,308.766,-447775.843258,1.30823,3.68597,3.68597,4.55848,4.72539,2,0,0,ok
49.0,20chol,311.064,-456275.687713,1.94746,3.248,3.78498,3.248,4.51986,2,0,0,ok
49.0,40chol,309.236,-447176.696774,0.960465,3.33991,3.33991,4.84624,4.86303,2,0,0,ok
50.0,20chol,309.594,-457492.379119,1.88294,3.31927,3.62819,3.31927,5.0661,2,0,0,ok
50.0,40chol,309.061,-447337.496578,0.944819,3.51027,3.51027,4.24746,5.10925,2,0,0,ok
51.0,20chol,309.053,-457086.705291,1.73192,3.39348,3.5071,3.39348,4.97316,2,0,0,ok
51.0,40chol,311.438,-446526.63818,0.854622,3.23608,3.23608,5.35778,5.61228,2,0,0,ok
52.0,20chol,312.668,-456778.803924,1.34311,3.49139,3.49139,3.99427,4.74466,2,0,0,ok
52.0,40chol,311.316,-446525.960446,1.00362,3.56199,3.56199,5.12021,5.23145,2,0,0,ok
53.0,20chol,310.181,-456401.458221,1.41704,3.59111,3.59111,4.14393,5.3882,2,0,0,ok
53.0,40chol,311.076,-446715.140133,0.959667,3.38779,3.38779,5.6886,5.94181,2,0,0,ok
54.0,20chol,310.874,-456416.99826,1.14027,3.81563,4.17177,3.81563,5.14326,2,0,0,ok
54.0,40chol,311.08,-446298.973629,0.78627,3.65536,3.65536,5.43062,5.54256,2,0,0,ok
55.0,20chol,311.192,-457853.254119,1.17505,3.87924,4.30525,3.87924,4.57422,2,0,0,ok
55.0,40chol,311.538,-448340.751461,1.13347,3.41783,3.41783,4.372,4.09457,2,0,0,ok
56.0,20chol,311.232,-458232.39865,1.08915,3.99875,4.19245,3.99875,5.22241,2,0,0,ok
56.0,40chol,308.509,-447545.846188,0.846955,3.40811,3.40811,4.70501,4.40665,2,0,0,ok
57.0,20chol,309.711,-457560.02658,1.75453,4.17711,4.17711,4.41932,5.65926,2,0,0,ok
57.0,40chol,309.681,-447736.318844,0.785358,3.52536,3.52536,4.83108,4.21748,2,0,0,ok
58.0,20chol,311.131,-456918.55783,2.16455,4.10631,4.13211,4.10631,6.00033,2,0,0,ok
58.0,40chol,310.217,-447270.905758,0.581984,3.75037,3.75037,4.16353,4.38142,2,0,0,ok
59.0,20chol,310.938,-456760.159881,1.98096,4.05674,4.05674,4.30499,5.36626,2,0,0,ok
59.0,40chol,309.827,-446012.486324,1.23328,3.49198,3.49198,3.86996,5.53183,2,0,0,ok
60.0,20chol,310.869,-458994.172576,2.12714,3.52397,3.52397,4.17717,4.92056,2,0,0,ok
60.0,40chol,311.019,-446453.451656,0.560906,3.49553,3.49553,4.83889,4.72646,2,0,0,ok
61.0,20chol,309.386,-458519.876189,2.36109,3.49697,3.49697,4.34191,5.82589,2,0,0,ok
61.0,40chol,309.749,-445792.071774,0.845955,3.6381,3.6381,3.73873,5.55139,2,0,0,ok
62.0,20chol,313.012,-456695.412322,2.63139,3.9802,3.9802,4.10069,6.48965,2,0,0,ok
62.0,40chol,311.209,-447417.257809,0.577955,3.58269,3.58269,4.15073,5.00176,2,0,0,ok
63.0,20chol,310.204,-457511.290252,2.4402,3.55525,3.55525,3.72152,6.07098,2,0,0,ok
63.0,40chol,310.366,-447195.818844,1.01542,3.51978,3.51978,4.07855,5.23538,2,0,0,ok
64.0,20chol,312.684,-457414.359588,2.1984,3.74663,3.74663,3.87584,5.96112,2,0,0,ok
64.0,40chol,308.956,-446345.787594,0.829514,3.42734,3.42734,3.92232,4.89938,2,0,0,ok
65.0,20chol,311.517,-456153.753142,2.44366,3.67521,3.67521,4.27604,6.15063,2,0,0,ok
65.0,40chol,310.048,-446180.066891,0.651583,3.18709,3.18709,5.29749,5.4939,2,0,0,ok
66.0,20chol,309.257,-457329.913299,2.3135,3.67049,3.67049,4.23456,5.95757,2,0,0,ok
66.0,40chol,309.966,-447651.35986,0.659031,3.43751,3.46603,3.43751,4.59972,2,0,0,ok
67.0,20chol,308.865,-457151.535369,2.15399,3.55307,3.55307,4.19683,5.75078,2,0,0,ok
67.0,40chol,310.766,-448253.969235,0.788698,3.44805,3.44805,5.13461,4.4045,2,0,0,ok
68.0,20chol,308.71,-456962.064666,2.36939,3.99989,3.99989,4.44408,6.07492,2,0,0,ok
68.0,40chol,311.79,-448871.029781,0.535583,3.19787,3.19787,4.45371,4.60187,2,0,0,ok
69.0,20chol,310.649,-458204.925994,2.22097,3.53932,3.53932,3.7191,4.96963,2,0,0,ok
69.0,40chol,310.268,-447443.462887,0.926674,3.50286,3.50286,5.16256,4.64821,2,0,0,ok
70.0,20chol,310.626,-456634.732635,2.49449,3.84061,3.84061,3.90374,5.56917,2,0,0,ok
70.0,40chol,311.443,-448350.241696,0.740427,3.55703,3.55703,4.50796,4.97537,2,0,0,ok
71.0,20chol,312.511,-458663.835174,2.59092,3.22645,3.22645,4.04064,6.09319,2,0,0,ok
71.0,40chol,308.981,-448445.281735,0.881889,3.57562,3.57562,4.67236,4.28948,2,0,0,ok
72.0,20chol,308.824,-457625.191619,2.54214,3.52359,3.52359,4.05464,6.22632,2,0,0,ok
72.0,40chol,310.666,-448117.63818,1.26715,3.45033,3.45033,4.16334,3.86193,2,0,0,ok
73.0,20chol,311.326,-458574.958221,2.07679,3.48564,3.48564,4.26873,5.99375,2,0,0,ok
73.0,40chol,308.722,-448626.687985,1.30123,3.78902,3.78902,3.97314,4.59624,2,0,0,ok
74.0,20chol,309.745,-457982.287322,2.11155,3.7067,3.7067,3.83226,6.00703,2,0,0,ok
74.0,40chol,312.253,-447916.754391,1.00834,4.06784,4.06784,5.42326,4.74104,2,0,0,ok
75.0,20chol,309.326,-457574.631072,2.2765,3.71063,3.71063,4.5928,6.36879,2,0,0,ok
75.0,40chol,311.016,-447070.164547,1.28057,3.74871,3.74871,5.45604,4.94286,2,0,0,ok
76.0,20chol,310.165,-456710.828338,2.15101,4.13381,4.13381,4.51171,6.25786,2,0,0,ok
76.0,40chol,310.718,-447698.346188,1.07527,3.40932,3.40932,5.85451,5.39062,2,0,0,ok
77.0,20chol,310.019,-457451.402556,1.72857,3.85875,4.04797,3.85875,4.82838,2,0,0,ok
77.0,40chol,309.653,-448274.309078,1.11665,3.42634,3.42634,5.64814,5.4465,2,0,0,ok
78.0,20chol,310.238,-456123.816619,2.14122,4.12018,4.12018,4.44736,5.64566,2,0,0,ok
78.0,40chol,308.709,-447492.915524,1.01094,3.82413,3.82413,5.75564,4.74299,2,0,0,ok
79.0,20chol,311.92,-456683.960174,2.00325,3.56911,3.56911,4.28138,5.88637,2,0,0,ok
79.0,40chol,310.483,-448331.985836,1.00141,3.54447,3.54447,4.86067,5.67283,2,0,0,ok
80.0,20chol,311.815,-457782.582732,2.16204,3.6576,3.6576,3.83937,5.9357,2,0,0,ok
80.0,40chol,310.685,-449205.645504,1.03191,3.28231,3.28231,4.78654,4.84262,2,0,0,ok
81.0,20chol,308.839,-457677.459197,2.19621,3.59723,3.59723,3.752,5.9978,2,0,0,ok
81.0,40chol,308.903,-449290.930172,0.82493,3.68747,3.68747,4.28969,5.05926,2,0,0,ok
82.0,20chol,311.331,-457865.090545,2.07993,3.78651,3.78651,4.9946,5.88436,2,0,0,ok
82.0,40chol,309.23,-448242.83691,0.730339,3.44896,3.44896,4.59874,4.22736,2,0,0,ok
83.0,20chol,310.51,-458108.982146,2.44482,3.65032,3.84113,3.65032,6.48633,2,0,0,ok
83.0,40chol,309.468,-447178.821774,0.985277,3.26261,3.26261,3.76398,3.97211,2,0,0,ok
84.0,20chol,308.739,-457057.293181,2.26419,4.03432,4.03432,4.36831,6.27022,2,0,0,ok
84.0,40chol,311.915,-448734.898922,1.02826,3.48293,3.48293,4.92334,5.0049,2,0,0,ok
85.0,20chol,311.644,-457081.12326,2.03533,3.55765,3.55765,3.88986,6.02424,2,0,0,ok
85.0,40chol,311.292,-447035.383297,0.648065,3.65656,3.65656,5.26057,5.09575,2,0,0,ok
86.0,20chol,309.871,-458144.046111,1.70895,3.5478,3.5478,3.78333,5.24297,2,0,0,ok
86.0,40chol,310.891,-448174.406735,1.07661,3.17801,3.17801,4.93212,5.08402,2,0,0,ok
87.0,20chol,309.607,-455510.385955,1.974,3.79574,3.79574,3.92781,6.08833,2,0,0,ok
87.0,40chol,309.943,-448224.143063,0.919935,3.58272,3.58272,4.49573,5.24791,2,0,0,ok
88.0,20chol,310.27,-457152.891814,1.7409,3.49535,3.49535,3.79484,5.30483,2,0,0,ok
88.0,40chol,311.288,-446817.104,0.692248,3.23733,3.23733,4.84697,4.54403,2,0,0,ok
89.0,20chol,309.171,-457038.9299,1.80006,3.59062,3.59062,3.67859,5.22191,2,0,0,ok
89.0,40chol,310.731,-447264.814938,0.680279,3.23309,3.23309,5.71794,5.02545,2,0,0,ok
90.0,20chol,309.441,-458024.421111,1.78494,3.62862,3.62862,3.79752,5.91508,2,0,0,ok
90.0,40chol,310.968,-447898.253414,0.553467,3.32247,3.32247,4.49207,4.65003,2,0,0,ok
91.0,20chol,309.043,-455442.223846,1.76058,3.45761,3.45761,3.83024,5.76226,2,0,0,ok
91.0,40chol,311.147,-447049.097653,0.849977,3.09182,3.09182,5.51229,5.13359,2,0,0,ok
92.0,20chol,308.168,-456899.031463,1.35428,3.69071,4.14638,3.69071,5.18976,2,0,0,ok
92.0,40chol,310.025,-448567.415524,1.54505,3.93331,3.93331,6.29635,5.33023,2,0,0,ok
93.0,20chol,310.675,-456810.762908,1.31918,4.13373,4.34139,4.13373,5.25704,2,0,0,ok
93.0,40chol,310.062,-448165.213375,1.52767,3.23614,3.23614,6.94213,6.38796,2,0,0,ok
94.0,20chol,309.375,-457742.358611,1.59268,3.9903,4.07857,3.9903,6.19134,2,0,0,ok
94.0,40chol,310.701,-448083.719235,1.54973,3.25949,3.25949,6.67301,5.92962,2,0,0,ok
95.0,20chol,311.491,-456975.352752,1.60086,3.76541,4.05478,3.76541,5.27739,2,0,0,ok
95.0,40chol,312.926,-447360.638668,1.1409,3.70202,3.70202,6.2774,6.15105,2,0,0,ok
96.0,20chol,309.655,-457389.434783,1.26619,3.86437,3.95977,3.86437,5.22299,2,0,0,ok
96.0,40chol,311.829,-447442.471188,1.13037,3.82405,3.82405,5.97518,5.32857,2,0,0,ok
97.0,20chol,309.72,-457765.413299,1.35001,3.82705,4.36112,3.82705,4.67004,2,0,0,ok
97.0,40chol,306.928,-446568.645016,0.87665,3.68103,3.68103,5.65172,6.1636,2,0,0,ok
98.0,20chol,306.879,-457521.731658,1.27737,3.92101,4.35687,3.92101,5.13899,2,0,0,ok
98.0,40chol,310.36,-447123.979,1.06275,3.46891,3.46891,5.69003,5.98425,2,0,0,ok
99.0,20chol,310.794,-457205.817596,1.44133,3.69936,3.84856,3.69936,4.90128,2,0,0,ok
99.0,40chol,311.35,-448812.180172,1.57828,3.85374,3.85374,6.92879,5.87179,2,0,0,ok
100.0,20chol,309.277,-457908.861541,1.00458,3.69957,4.08762,3.69957,4.17884,2,0,0,ok
100.0,40chol,311.039,-446521.780758,1.11044,3.3584,3.3584,6.19057,6.19966,2,0,0,ok
